OBJECTID,Loc_name,Match_addr,LongLabel,ShortLabel,Type,PlaceName,Place_addr,City,Subregion,RegionAbbr,Distance,X,Y,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ExInfo,IN_City,IN_Subregion,IN_Region,USER_place_fips,USER_state_fips,USER_City_Name,USER_State_Name,USER_TotalPop,USER_Male,USER_Female,USER_White,USER_NonHispanic,USER_USCitizen,USER_Commute_DriveAlone,USER_Family_Married,USER_EnrolledSchool_Over3Yrs,USER_Education_Bachelors,USER_Eduction_GraduateProf,USER_Household_English,USER_PovertyLvl_2andOver,USER_NonVeteran,USER_Employed,USER_NotLaborForce,USER_House_OwnerOccupied,USER_House_Built80to99,USER_HealthIns_Covered,BUFF_DIST,ORIG_FID,Shape_Length,Shape_Area,Count_Parks,Parks_Area,Road_Trail_Length,Count_Road_Trail
252,World,"City of Wheaton, Illinois","City of Wheaton, IL, USA",City of Wheaton,City,City of Wheaton,"City of Wheaton, Illinois",City of Wheaton,DuPage County,IL,1206677.775,-88.10831,41.85606,-88.10831,41.85606,-88.14631,-88.07031,41.81806,41.89406, ,Wheaton city,,Illinois,81048,17,Wheaton city,Illinois,52970,0.500151029,0.499848971,0.784897112,0.923258448,0.968642628,0.296488578,0.210439872,0.299225977,0.26766094,0.179875401,0.306286577,0.801982254,0.737757221,0.499490278,0.294109874,0.255861809,0.122087974,0.540154805,8,252,0.855592192,0.056433156,464,822998427.3,339356.7168,3312
253,World,"Village of Orland Park, Illinois","Village of Orland Park, IL, USA",Village of Orland Park,City,Village of Orland Park,"Village of Orland Park, Illinois",Village of Orland Park,Cook County,IL,1175367.707,-87.86167,41.60735,-87.86167,41.60735,-87.91767,-87.80567,41.55135,41.66335, ,Orland Park village,,Illinois,56640,17,Orland Park village,Illinois,57217,0.494014017,0.505985983,0.806124054,0.892392121,0.955869759,0.326406488,0.232972718,0.244000909,0.204082703,0.136445462,0.290577975,0.855619833,0.776727196,0.503713931,0.325550099,0.342345806,0.186168446,0.52330601,8,253,0.85360656,0.056218333,308,993029713.1,370183.8774,1571
254,World,"Village of Schaumburg, Illinois","Village of Schaumburg, IL, USA",Village of Schaumburg,City,Village of Schaumburg,"Village of Schaumburg, Illinois",Village of Schaumburg,Cook County,IL,1225204.519,-88.08385,42.03054,-88.08385,42.03054,-88.13885,-88.02885,41.97554,42.08554, ,Schaumburg village,,Illinois,68003,17,Schaumburg village,Illinois,78285,0.505154244,0.494845756,0.549223989,0.844146388,0.825560452,0.359915693,0.202286517,0.255745034,0.219543974,0.121274829,0.201494539,0.82828128,0.738430095,0.530484767,0.237503992,0.263192182,0.163645654,0.529986587,8,254,0.85700129,0.056585497,509,1297153975,398409.7421,3614
255,World,"City of Bloomington, Indiana","City of Bloomington, IN, USA",City of Bloomington,City,City of Bloomington,"City of Bloomington, Indiana",City of Bloomington,Monroe County,IN,888800.2456,-86.52578,39.16371,-86.52578,39.16371,-86.58178,-86.46978,39.10771,39.21971, ,Bloomington city,,Indiana,5860,18,Bloomington city,Indiana,77358,0.495643631,0.504356369,0.779389333,0.947025518,0.942526953,0.307673415,0.112063394,0.492567026,0.107396779,0.180576023,0.369296,0.462240492,0.873678223,0.541779777,0.334535536,0.1472763,0.130173996,0.69645027,8,255,0.835449891,0.054245464,56,1148194432,153796.7901,1156
256,World,"City of Carmel, Indiana","City of Carmel, IN, USA",City of Carmel,City,City of Carmel,"City of Carmel, Indiana",City of Carmel,Hamilton County,IN,974399.1149,-86.14613,39.96584,-86.14613,39.96584,-86.22113,-86.07113,39.89084,40.04084, ,Carmel city,,Indiana,10342,18,Carmel city,Indiana,101286,0.488853346,0.511146654,0.7488103,0.952263886,0.959658788,0.338881978,0.233408368,0.270896274,0.290899038,0.194666588,0.303852457,0.881049701,0.720800505,0.499437237,0.285133187,0.278271429,0.143218214,0.543234011,8,256,0.841149443,0.054866463,105,222600253.7,298196.186,2930
257,World,"City of Columbus, Indiana","City of Columbus, IN, USA",City of Columbus,City,City of Columbus,"City of Columbus, Indiana",City of Columbus,Bartholomew County,IN,889195.166,-85.91785,39.20947,-85.91785,39.20947,-86.00985,-85.82585,39.11747,39.30147, ,Columbus city,,Indiana,14734,18,Columbus city,Indiana,51406,0.498074155,0.501925845,0.765280317,0.91415399,0.89882504,0.343695288,0.186359569,0.227619344,0.150352099,0.117106952,0.340543905,0.652025055,0.727035755,0.473757927,0.305995409,0.259775124,0.098315372,0.542232424,8,257,0.835768519,0.054280222,20,41677502.33,24757.44228,223
258,World,"Fishers, Indiana","Fishers, IN, USA",Fishers,City,Fishers,"Fishers, Indiana",Fishers,Hamilton County,IN,0,-86.015547,39.956783,-86.015547,39.956783,-86.097547,-85.933547,39.874783,40.038783,CITY,Fishers city,,Indiana,23278,18,Fishers city,Indiana,102152,0.500430731,0.499569269,0.768433315,0.957083562,0.937788785,0.373521811,0.224214895,0.282774689,0.257665048,0.169394628,0.311428068,0.915997729,0.693711332,0.564795599,0.183980735,0.282735531,0.141260083,0.577815412,8,258,0.841083715,0.054859311,88,191603338.6,269555.1166,1800
259,World,"City of Evansville, Indiana","City of Evansville, IN, USA",City of Evansville,City,City of Evansville,"City of Evansville, Indiana",City of Evansville,Vanderburgh County,IN,777184.9819,-87.53404,37.98813,-87.53404,37.98813,-87.61204,-87.45604,37.91013,38.06613, ,Evansville city,,Indiana,22000,18,Evansville city,Indiana,118521,0.496570228,0.503429772,0.763096835,0.965541971,0.979657613,0.380869213,0.154217396,0.217286388,0.120763409,0.053425131,0.430649421,0.577771028,0.745319395,0.492975928,0.300638705,0.259034264,0.073396276,0.540376811,8,259,0.827524479,0.053379241,43,79573996.64,56571.81838,447
260,World,"City of Muncie, Indiana","City of Muncie, IN, USA",City of Muncie,City,City of Muncie,"City of Muncie, Indiana",City of Muncie,Delaware County,IN,997855.0127,-85.38998,40.19821,-85.38998,40.19821,-85.45098,-85.32898,40.13721,40.25921, ,Muncie city,,Indiana,51876,18,Muncie city,Indiana,65160,0.454389196,0.545610804,0.799769797,0.961724985,0.982274401,0.336740331,0.11815531,0.330954573,0.091052793,0.064671578,0.396240025,0.414395335,0.804404543,0.466436464,0.360205648,0.216589932,0.082443217,0.578054021,8,260,0.842846742,0.055051089,31,69828991.63,32753.5425,295
261,World,"City of Springfield, Illinois","City of Springfield, IL, USA",City of Springfield,City,City of Springfield,"City of Springfield, Illinois",City of Springfield,Sangamon County,IL,1016778.221,-89.61959,39.69831,-89.61959,39.69831,-89.72659,-89.51259,39.59131,39.80531, ,Springfield city,,Illinois,72000,17,Springfield city,Illinois,113331,0.473445042,0.526554958,0.709885204,0.964413973,0.977305415,0.322656643,0.177550714,0.216639754,0.138091078,0.122305459,0.408723121,0.682858176,0.748806593,0.435811914,0.364251617,0.301144435,0.110111091,0.53787578,8,261,0.839221296,0.054656559,41,148768349.9,25230.95426,419
262,World,"Fort Wayne, Indiana","Fort Wayne, IN, USA",Fort Wayne,City,Fort Wayne,"City of Fort Wayne, Indiana",City of Fort Wayne,Allen County,IN,1097073.428,-85.14359,41.08849,-85.14359,41.08849,-85.27859,-85.00859,40.95349,41.22349, ,Fort Wayne city,,Indiana,25000,18,Fort Wayne city,Indiana,267436,0.486647273,0.513352727,0.645231009,0.891802151,0.952089472,0.368566685,0.16919936,0.243819082,0.120948563,0.061457695,0.35657877,0.626060067,0.714264347,0.489275939,0.274480623,0.259908913,0.100143586,0.51651984,8,262,0.849549257,0.055778822,111,247777283.1,343197.9797,3719
263,World,"City of Noblesville, Indiana","City of Noblesville, IN, USA",City of Noblesville,City,City of Noblesville,"City of Noblesville, Indiana",City of Noblesville,Hamilton County,IN,981337.4481,-86.00607,40.03557,-86.00607,40.03557,-86.09307,-85.91907,39.94857,40.12257, ,Noblesville city,,Indiana,54180,18,Noblesville city,Indiana,74262,0.482750263,0.517249737,0.812043845,0.941841049,0.950284129,0.413912903,0.208558886,0.230844847,0.230050362,0.124774447,0.321806577,0.851444884,0.71288142,0.578223048,0.187175137,0.248538957,0.084107619,0.55854946,8,263,0.841656554,0.054921639,63,118088477.9,129003.8516,1467
264,World,"City of Indianapolis (balance), Indiana","City of Indianapolis (balance), IN, USA",City of Indianapolis (balance),City,City of Indianapolis (balance),"City of Indianapolis (balance), Indiana",City of Indianapolis (balance),Marion County,IN,953470.8518,-86.14578,39.77712,-86.14578,39.77712,-86.31778,-85.97378,39.60512,39.94912, ,Indianapolis city (balance),,Indiana,36003,18,Indianapolis city (balance),Indiana,876564,0.489787397,0.510212603,0.52439183,0.883551001,0.92384013,0.358519173,0.156512246,0.242818551,0.149975358,0.086882418,0.347153203,0.63667342,0.714703091,0.514237409,0.242513952,0.237217134,0.105906699,0.53924528,8,264,0.839786433,0.0547181,215,425894282.9,307604.6158,3418
265,World,"City of Bettendorf, Iowa","City of Bettendorf, IA, USA",City of Bettendorf,City,City of Bettendorf,"City of Bettendorf, Iowa",City of Bettendorf,Scott County,IA,1236078.031,-90.47638,41.56549,-90.47638,41.56549,-90.52838,-90.42438,41.51349,41.61749, ,Bettendorf city,,Iowa,6355,19,Bettendorf city,Iowa,39540,0.477567021,0.522432979,0.827819929,0.941552858,0.968689934,0.431310066,0.216590794,0.270283257,0.176100152,0.124152757,0.370713202,0.804830551,0.704172989,0.514592817,0.273216995,0.292766818,0.096358118,0.497445625,8,265,0.853274987,0.056182444,138,382258271.8,88987.9351,1282
266,World,"City of Ames, Iowa","City of Ames, IA, USA",City of Ames,City,City of Ames,"City of Ames, Iowa",City of Ames,Story County,IA,1406500.991,-93.62719,42.02599,-93.62719,42.02599,-93.68919,-93.56519,41.96399,42.08799, ,Ames city,,Iowa,1855,19,Ames city,Iowa,66950,0.531217326,0.468782674,0.778849888,0.952830471,0.914518297,0.373427931,0.129365198,0.535309933,0.154488424,0.156758775,0.331097834,0.47424944,0.870395818,0.5956236,0.280881255,0.16235997,0.077206871,0.668528753,8,266,0.856964375,0.056581507,57,110695747.9,108170.6417,1483
267,World,"City of South Bend, Indiana","City of South Bend, IN, USA",City of South Bend,City,City of South Bend,"City of South Bend, Indiana",City of South Bend,Saint Joseph County,IN,1164930.472,-86.26907,41.6771,-86.26907,41.6771,-86.35307,-86.18507,41.5931,41.7611, ,South Bend city,,Indiana,71000,18,South Bend city,Indiana,105984,0.504236489,0.495763511,0.557518116,0.830285704,0.940651419,0.334946784,0.136341335,0.252481507,0.112290534,0.068812274,0.321727808,0.556149985,0.716674215,0.475118886,0.284288194,0.225203804,0.04016644,0.531391531,8,267,0.854160723,0.056278305,90,172404391.6,110263.6363,1481
268,World,"Davenport City Township, Iowa","Davenport City Township, IA, USA",Davenport City Township,City,Davenport City Township,"Township of Davenport City, Iowa",Township of Davenport City,Scott County,IA,1239412.318,-90.6043,41.5567,-90.6043,41.5567,-91.6043,-89.6043,40.5567,42.5567, ,Davenport city,,Iowa,19000,19,Davenport city,Iowa,100491,0.49506921,0.50493079,0.749858196,0.909663552,0.954712362,0.359266004,0.162143874,0.201649899,0.147167408,0.078325422,0.410802957,0.632713377,0.729936014,0.514374422,0.278164214,0.278681673,0.070225194,0.532764128,8,268,0.853205457,0.056174917,115,349667307,123625.6367,1443
269,World,"Westfield, Indiana","Westfield, IN, USA",Westfield,City,Westfield,"Westfield, Indiana",Westfield,Hamilton County,IN,0,-86.129741,40.042737,-86.129741,40.042737,-86.193741,-86.065741,39.978737,40.106737,CITY,Westfield city,,Indiana,82700,18,Westfield city,Indiana,56074,0.493740414,0.506259586,0.83074152,0.935620787,0.97412348,0.383671577,0.229107964,0.279220316,0.294575026,0.12314085,0.314281129,0.91001177,0.698202375,0.547437315,0.203944787,0.271944217,0.081124942,0.56899811,8,269,0.841708784,0.054927322,58,139325382.4,186452.6225,1883
270,World,"Cedar Rapids, Iowa","Cedar Rapids, IA, USA",Cedar Rapids,City,Cedar Rapids,"City of Cedar Rapids, Iowa",City of Cedar Rapids,Linn County,IA,1318827.075,-91.67817,41.96673,-91.67817,41.96673,-91.78717,-91.56917,41.85773,42.07573, ,Cedar Rapids city,,Iowa,12000,19,Cedar Rapids city,Iowa,136438,0.488558906,0.511441094,0.801257714,0.956808221,0.976260279,0.410120348,0.172114807,0.23127721,0.166280655,0.077251206,0.375291341,0.691017165,0.747988097,0.551547223,0.260499274,0.299821164,0.099781586,0.593089902,8,270,0.85648441,0.056529626,142,298631481,214523.1284,1332
271,World,"City of Des Moines, Iowa","City of Des Moines, IA, USA",City of Des Moines,City,City of Des Moines,"City of Des Moines, Iowa",City of Des Moines,Polk County,IA,1364185.143,-93.61037,41.5725,-93.61037,41.5725,-93.70737,-93.51337,41.4755,41.6695, ,Des Moines city,,Iowa,21000,19,Des Moines city,Iowa,210936,0.497425759,0.502574241,0.638397429,0.869192551,0.915031099,0.377602685,0.144370804,0.232534987,0.133414875,0.057918041,0.363963477,0.596251944,0.739437555,0.54119733,0.239608222,0.266900861,0.068461524,0.586092464,8,271,0.85333046,0.056188449,325,807840125,534664.4828,5065
272,World,"City of Iowa City, Iowa","City of Iowa City, IA, USA",City of Iowa City,City,City of Iowa City,"Iowa City, Iowa",Iowa City,Johnson County,IA,1282493.283,-91.53072,41.65586,-91.53072,41.65586,-91.59472,-91.46672,41.59186,41.71986, ,Iowa City city,,Iowa,38595,19,Iowa City city,Iowa,75231,0.482593612,0.517406388,0.747670508,0.920272228,0.939200595,0.291887653,0.112054871,0.454958727,0.156637556,0.151094629,0.311015406,0.515572038,0.825417713,0.561989074,0.285400965,0.190360357,0.114208239,0.645771025,8,272,0.85399175,0.05626002,90,282707403.3,211739.8526,2284
273,World,"City of Urbandale, Iowa","City of Urbandale, IA, USA",City of Urbandale,City,City of Urbandale,"City of Urbandale, Iowa",City of Urbandale,Polk County,IA,1378381.123,-93.78085,41.63863,-93.78085,41.63863,-93.83985,-93.72185,41.57963,41.69763, ,Urbandale city,,Iowa,79950,19,Urbandale city,Iowa,44222,0.517615666,0.482384334,0.876712948,0.971823979,0.96187418,0.392790919,0.25046357,0.216860386,0.249355524,0.137171544,0.375740582,0.903306047,0.722491068,0.535299172,0.261928452,0.335285604,0.128194112,0.545271584,8,273,0.85385482,0.056245202,248,650871322.1,562328.8059,4990
274,World,"Lawrence, Kansas","Lawrence, KS, USA",Lawrence,City,Lawrence,"City of Lawrence, Kansas",City of Lawrence,Douglas County,KS,1242148.767,-95.26307,38.96009,-95.26307,38.96009,-95.34107,-95.18507,38.88209,39.03809, ,Lawrence city,,Kansas,38900,20,Lawrence city,Kansas,95784,0.497557003,0.502442997,0.771809488,0.921082853,0.971915978,0.380094797,0.148584315,0.353890003,0.154556085,0.134385701,0.37566817,0.5890963,0.793827779,0.594107575,0.229171887,0.193811075,0.132903199,0.590547482,8,274,0.834041457,0.054091759,62,197982690.9,160639.3361,747
275,World,"City of Lenexa, Kansas","City of Lenexa, KS, USA",City of Lenexa,City,City of Lenexa,"City of Lenexa, Kansas",City of Lenexa,Johnson County,KS,1212378.328,-94.80198,38.96083,-94.80198,38.96083,-94.87298,-94.73098,38.88983,39.03183, ,Lenexa city,,Kansas,39350,20,Lenexa city,Kansas,58594,0.486756323,0.513243677,0.729204355,0.871215483,0.961173499,0.378537052,0.198399153,0.244376557,0.218281735,0.132812233,0.365941905,0.795405673,0.724801174,0.575963409,0.199406083,0.212632693,0.139024473,0.562105335,8,275,0.834046547,0.054092315,239,474060639,276846.0781,3106
276,World,"City of West Des Moines, Iowa","City of West Des Moines, IA, USA",City of West Des Moines,City,City of West Des Moines,"City of West Des Moines, Iowa",City of West Des Moines,Polk County,IA,1370585.762,-93.78021,41.5527,-93.78021,41.5527,-93.84621,-93.71421,41.4867,41.6187, ,West Des Moines city,,Iowa,83910,19,West Des Moines city,Iowa,73965,0.465044278,0.534955722,0.764348002,0.911890759,0.940214967,0.419401068,0.187899682,0.260799027,0.265747313,0.124694112,0.370093963,0.838437099,0.757912526,0.59115798,0.203379977,0.253579396,0.144622457,0.576826878,8,276,0.853173827,0.056171493,234,477766108.2,506178.4577,4665
277,World,"City of Olathe, Kansas","City of Olathe, KS, USA",City of Olathe,City,City of Olathe,"City of Olathe, Kansas",City of Olathe,Johnson County,KS,1207798.816,-94.81919,38.88468,-94.81919,38.88468,-94.91919,-94.71919,38.78468,38.98468, ,Olathe city,,Kansas,52575,20,Olathe city,Kansas,145597,0.492448333,0.507551667,0.796644162,0.905121671,0.956180416,0.351161082,0.208177366,0.288364458,0.200862655,0.12577869,0.302066663,0.832977328,0.689141947,0.519502462,0.234118835,0.271049541,0.139020722,0.515944697,8,277,0.833523708,0.054035231,192,422249326.7,265605.1565,2475
278,World,"City of Manhattan, Kansas","City of Manhattan, KS, USA",City of Manhattan,City,City of Manhattan,"City of Manhattan, Kansas",City of Manhattan,Riley County,KS,1347890.11,-96.60462,39.18777,-96.60462,39.18777,-96.67462,-96.53462,39.11777,39.25777, ,Manhattan city,,Kansas,44250,20,Manhattan city,Kansas,54932,0.512196898,0.487803102,0.788119857,0.917352363,0.947152844,0.365906939,0.132345445,0.432898857,0.145143086,0.124645016,0.36481468,0.528089274,0.773702032,0.518149712,0.31679167,0.162182335,0.107168863,0.632600306,8,278,0.835617325,0.05426373,20,54116362.38,46579.40265,400
279,World,"City of Kansas City, Kansas","City of Kansas City, KS, USA",City of Kansas City,City,City of Kansas City,"Kansas City, Kansas",Kansas City,Wyandotte County,KS,1220985.601,-94.74419,39.12346,-94.74419,39.12346,-94.86519,-94.62319,39.00246,39.24446, ,Kansas City city,,Kansas,36000,20,Kansas City city,Kansas,152561,0.499334692,0.500665308,0.397375476,0.66511756,0.885737508,0.364726241,0.137767844,0.262649039,0.085841073,0.055603988,0.267768303,0.630075839,0.697786459,0.48495356,0.254357273,0.225378701,0.053493357,0.439810961,8,279,0.83517027,0.054214956,152,255594564.1,94239.05335,1038
280,World,"City of Topeka, Kansas","City of Topeka, KS, USA",City of Topeka,City,City of Topeka,"City of Topeka, Kansas",City of Topeka,Shawnee County,KS,1276105.461,-95.69542,39.03596,-95.69542,39.03596,-95.79642,-95.59442,38.93496,39.13696, ,Topeka city,,Kansas,71000,20,Topeka city,Kansas,125464,0.486976344,0.513023656,0.683598482,0.836710132,0.962985398,0.324037174,0.156897596,0.204313588,0.122066888,0.067421731,0.399580756,0.613020468,0.729356628,0.444605624,0.333992221,0.258823248,0.081298221,0.47130651,8,280,0.834564463,0.054148847,97,177724058.3,71984.98483,799
281,World,"City of Shawnee, Kansas","City of Shawnee, KS, USA",City of Shawnee,City,City of Shawnee,"City of Shawnee, Kansas",City of Shawnee,Johnson County,KS,1216862.305,-94.80766,39.01577,-94.80766,39.01577,-94.88266,-94.73266,38.94077,39.09077, ,Shawnee city,,Kansas,64500,20,Shawnee city,Kansas,69220,0.499118752,0.500881248,0.781421554,0.913753251,0.937893672,0.417899451,0.227260907,0.257627853,0.218072811,0.137185784,0.320196475,0.871915631,0.714143311,0.555735337,0.212077434,0.271482231,0.11759607,0.547934123,8,281,0.834425078,0.054133634,176,341289538.6,172933.8136,2013
282,World,"City of Wichita, Kansas","City of Wichita, KS, USA",City of Wichita,City,City of Wichita,"City of Wichita, Kansas",City of Wichita,Sedgwick County,KS,1308909.777,-97.34258,37.69063,-97.34258,37.69063,-97.57658,-97.10858,37.45663,37.92463, ,Wichita city,,Kansas,79000,20,Wichita city,Kansas,396205,0.494027082,0.505972918,0.654075542,0.824239977,0.945876503,0.379076488,0.165861107,0.255645436,0.138042175,0.078484623,0.331081132,0.62360899,0.710379728,0.481291251,0.277341275,0.24332858,0.104973435,0.482477505,8,282,0.825595933,0.053167968,169,315810390.5,150951.6829,1913
283,World,"City of Baton Rouge, Louisiana","City of Baton Rouge, LA, USA",City of Baton Rouge,City,City of Baton Rouge,"City of Baton Rouge, Louisiana",City of Baton Rouge,East Baton Rouge Parish,LA,554242.3964,-91.1266,30.45064,-91.1266,30.45064,-91.2316,-91.0216,30.34564,30.55564, ,Baton Rouge city,,Louisiana,5000,22,Baton Rouge city,Louisiana,221451,0.477130381,0.522869619,0.360838289,0.955299366,0.957064994,0.339646242,0.111880281,0.317596218,0.119200184,0.098699035,0.3628297,0.524332697,0.76629593,0.476728486,0.303967921,0.181507422,0.096323792,0.554881215,8,283,0.786874632,0.048881563,145,245660000.1,115089.1735,1729
284,World,"City of Overland Park, Kansas","City of Overland Park, KS, USA",City of Overland Park,City,City of Overland Park,"City of Overland Park, Kansas",City of Overland Park,Johnson County,KS,1199528.934,-94.68719,38.88726,-94.68719,38.88726,-94.79719,-94.57719,38.77726,38.99726, ,Overland Park city,,Kansas,53775,20,Overland Park city,Kansas,197747,0.496285658,0.503714342,0.764461661,0.915705422,0.938901728,0.378903346,0.207871674,0.220579832,0.266583058,0.194379687,0.360025689,0.851011646,0.751763617,0.57580646,0.223462303,0.257232727,0.164407045,0.570425847,8,284,0.833541387,0.054037162,261,557106064.3,277385.0465,3041
285,World,"Metairie, Louisiana","Metairie, LA, USA",Metairie,City,Metairie,"Metairie, Louisiana",Metairie,Jefferson Parish,LA,0,-90.1554249,30.003581,-90.1554249,30.003581,-90.2014249,-90.1094249,29.957581,30.049581,CDP,Metairie CDP,,Louisiana,50115,22,Metairie CDP,Louisiana,144729,0.491636092,0.508363908,0.681577293,0.854839044,0.943390751,0.388353405,0.168701504,0.204616905,0.181608385,0.1219797,0.358366326,0.744349785,0.749587159,0.510581846,0.28039992,0.275107269,0.129103359,0.517062925,8,285,0.784933638,0.04866427,253,442731472,139951.081,1556
286,World,"Lafayette, Louisiana","Lafayette, LA, USA",Lafayette,City,Lafayette,"City of Lafayette, Louisiana",City of Lafayette,Lafayette Parish,LA,644509.0445,-92.0309,30.21224,-92.0309,30.21224,-92.1089,-91.9529,30.13424,30.29024, ,Lafayette city,,Louisiana,40735,22,Lafayette city,Louisiana,121367,0.499633343,0.500366657,0.569034416,0.948330271,0.96909374,0.389521039,0.169494179,0.253734541,0.212026333,0.082930286,0.398164246,0.569965477,0.744757636,0.475944861,0.312028805,0.236209184,0.146011684,0.529682698,8,286,0.78583384,0.048765078,38,66859602.48,21334.7531,201
287,World,"City of Bowling Green, Kentucky","City of Bowling Green, KY, USA",City of Bowling Green,City,City of Bowling Green,"City of Bowling Green, Kentucky",City of Bowling Green,Warren County,KY,646353.1083,-86.43741,36.97228,-86.43741,36.97228,-86.53241,-86.34241,36.87728,37.06728, ,Bowling Green city,,Kentucky,8902,21,Bowling Green city,Kentucky,74929,0.48714116,0.51285884,0.667685409,0.901840409,0.881994955,0.338306931,0.13483431,0.319836112,0.105353068,0.069318955,0.349811155,0.497417555,0.743450466,0.469697981,0.321517703,0.154879953,0.102403609,0.535880634,8,287,0.821062338,0.052670537,28,53869800.45,21481.0321,163
288,World,"City of Shreveport, Louisiana","City of Shreveport, LA, USA",City of Shreveport,City,City of Shreveport,"City of Shreveport, Louisiana",City of Shreveport,Caddo Parish,LA,805574.6213,-93.79579,32.46603,-93.79579,32.46603,-93.92779,-93.66379,32.33403,32.59803, ,Shreveport city,,Louisiana,70000,22,Shreveport city,Louisiana,179551,0.464363885,0.535636115,0.362827275,0.965970671,0.989150715,0.331086989,0.119926929,0.243251221,0.108348046,0.079954999,0.413403434,0.505867414,0.712176485,0.433247378,0.327789876,0.22650946,0.10517346,0.500136451,8,288,0.79621782,0.049924087,55,86765447.8,33339.88538,515
289,World,"Bethesda, Maryland","Bethesda, MD, USA",Bethesda,City,Bethesda,"Bethesda, Maryland",Bethesda,Montgomery County,MD,0,-77.092689,38.984854,-77.092689,38.984854,-77.133689,-77.051689,38.943854,39.025854,CDP,Bethesda CDP,,Maryland,7125,24,Bethesda CDP,Maryland,68522,0.495942909,0.504057091,0.702022708,0.924053589,0.847917457,0.206240332,0.212457313,0.271839701,0.215040425,0.378374829,0.271941858,0.907591722,0.738215464,0.510828639,0.263696331,0.259172237,0.057908409,0.534747964,8,289,0.834211934,0.054110369,1112,2062800078,1069044.571,19388
290,World,"Bel Air South CDP, Maryland","Bel Air South CDP, MD, USA",Bel Air South CDP,City,Bel Air South CDP,"Bel Air South, Maryland",Bel Air South,Harford County,MD,1233297.683,-76.31977,39.50506,-76.31977,39.50506,-76.36877,-76.27077,39.45606,39.55406, ,Bel Air South CDP,,Maryland,5950,24,Bel Air South CDP,Maryland,56593,0.515788172,0.484211828,0.734189741,0.945770678,0.972116693,0.374639973,0.198946866,0.243493012,0.187726397,0.136571661,0.331012669,0.854098563,0.706924885,0.552117753,0.210609086,0.323591257,0.208064602,0.584736628,8,290,0.837845555,0.05450668,51,121504465.6,114074.1289,816
291,World,"City of Portland, Maine","City of Portland, ME, USA",City of Portland,City,City of Portland,"City of Portland, Maine",City of Portland,Cumberland County,ME,1921235.007,-70.16823,43.64708,-70.16823,43.64708,-70.30823,-70.02823,43.50708,43.78708, ,Portland city,,Maine,60545,23,Portland city,Maine,68420,0.488190588,0.511809412,0.786056709,0.969190295,0.923399591,0.339374452,0.1559924,0.153800058,0.288132125,0.19257527,0.447851505,0.756796258,0.84327682,0.6235019,0.251154633,0.218591055,0.06907337,0.666296405,8,291,0.870715764,0.058063667,145,254877233.8,120456.9315,1529
292,World,"City of Bowie, Maryland","City of Bowie, MD, USA",City of Bowie,City,City of Bowie,"Bowie, Maryland",Bowie,Prince George's County,MD,1164467.532,-76.74206,38.95768,-76.74206,38.95768,-76.99206,-76.49206,38.70768,39.20768, ,Bowie city,,Maryland,8775,24,Bowie city,Maryland,57177,0.469699355,0.530300645,0.291830631,0.873935324,0.943089004,0.356472008,0.173986043,0.245098554,0.192087728,0.165346206,0.257148854,0.869667873,0.713136401,0.539535128,0.256606678,0.303093901,0.117669692,0.590254823,8,292,0.834024878,0.054089949,167,329396857.9,115196.2735,586
293,World,"Catonsville, Maryland","Catonsville, MD, USA",Catonsville,City,Catonsville,"Catonsville, Maryland",Catonsville,City of Baltimore,MD,0,-76.741056,39.265074,-76.741056,39.265074,-76.784056,-76.698056,39.222074,39.308074,CDP,Catonsville CDP,,Maryland,14125,24,Catonsville CDP,Maryland,44313,0.453298129,0.546701871,0.619366777,0.935752488,0.959944034,0.370387922,0.16252567,0.298354885,0.169498793,0.179179925,0.315934376,0.700968113,0.761966014,0.524496198,0.290591926,0.279714756,0.099632162,0.574143028,8,293,0.836156739,0.054322566,360,762496834.5,712246.1734,7002
294,World,"Eldersburg, Maryland","Eldersburg, MD, USA",Eldersburg,City,Eldersburg,"Eldersburg, Maryland",Eldersburg,Carroll County,MD,0,-76.954543,39.400635,-76.954543,39.400635,-77.023543,-76.885543,39.331635,39.469635,CDP,Eldersburg CDP,,Maryland,25575,24,Eldersburg CDP,Maryland,32404,0.487902728,0.512097272,0.795673374,0.955252438,0.978860634,0.37257746,0.249907419,0.261325762,0.229909888,0.180132082,0.318139736,0.877947167,0.696704111,0.532372547,0.246235033,0.317121343,0.125663498,0.580638193,8,294,0.837108044,0.054426294,21,169749025.9,350960.0039,1182
295,World,"Columbia, Maryland","Columbia, MD, USA",Columbia,City,Columbia,"Columbia, Maryland",Columbia,Howard County,MD,0,-76.868726,39.217524,-76.868726,39.217524,-76.948726,-76.788726,39.137524,39.297524,CDP,Columbia CDP,,Maryland,19125,24,Columbia CDP,Maryland,101734,0.479181001,0.520818999,0.451412507,0.908398372,0.918139462,0.369237423,0.196718894,0.249031789,0.225716083,0.252462304,0.29234081,0.854807636,0.739123597,0.553531759,0.233589557,0.246633377,0.183399847,0.55551733,8,295,0.83582468,0.054286348,101,442931829.9,695004.9249,5147
